,Country,Year,Group,Variable,Value,eta2_all,eta2_loo,delta_eta2,delta_eta2_pos,share_pos_pct
1885,Tonga,2017,Group C: Emerging / High-growth,Inflation (%),7.517062836,0.011260738362668962,0.041115396692444885,-0.02985465832977592,0.0,0.0
1886,Tonga,2017,Group C: Emerging / High-growth,Population Growth (%),-0.159332355,0.014914968122288215,0.012739153732954523,0.002175814389333692,0.002175814389333692,58.22694353592427
1887,Tonga,2018,Group C: Emerging / High-growth,Exports (% of GDP),21.37671376,0.002716710698111923,0.003972635909288585,-0.0012559252111766618,0.0,0.0
1888,Tonga,2018,Group C: Emerging / High-growth,GDP Growth (%),0.687546507,0.10167342287248653,0.09916706164470172,0.0025063612277848035,0.0025063612277848035,54.68213042316455
1889,Tonga,2018,Group C: Emerging / High-growth,GDP per Capita,9697.919804,0.8929467115873737,0.8924517914787117,0.0004949201086620336,0.0004949201086620336,10.797839366045187
1890,Tonga,2018,Group C: Emerging / High-growth,Imports (% of GDP),66.0735982,0.03495181115513965,0.03447306604896802,0.0004787451061716297,0.0004787451061716297,10.44494386719604
1891,Tonga,2018,Group C: Emerging / High-growth,Inflation (%),5.03209692,0.018527157213349008,0.024152162286555243,-0.005625005073206235,0.0,0.0
1892,Tonga,2018,Group C: Emerging / High-growth,Population Growth (%),0.200073079,0.01145318704161831,0.010349702914350396,0.0011034841272679133,0.0011034841272679133,24.075086343594215
1893,Tonga,2018,Group C: Emerging / High-growth,Unemployment (%),2.248,0.017117446035631135,0.023779694701226,-0.0066622486655948665,0.0,0.0
1894,Tonga,2019,Group C: Emerging / High-growth,Exports (% of GDP),22.76566941,0.0024674328860656634,0.0036989838811068865,-0.0012315509950412231,0.0,0.0
1895,Tonga,2019,Group C: Emerging / High-growth,GDP Growth (%),-0.208433391,0.010004804290932699,0.008324458744706133,0.0016803455462265655,0.0016803455462265655,24.433550825811114
1896,Tonga,2019,Group C: Emerging / High-growth,GDP per Capita,9668.364421,0.8881072596650513,0.8875929785392112,0.0005142811258401769,0.0005142811258401769,7.478053579627876
1897,Tonga,2019,Group C: Emerging / High-growth,Imports (% of GDP),67.5491037,0.04579636376164851,0.045055371572568295,0.0007409921890802126,0.0007409921890802126,10.774611420893581
1898,Tonga,2019,Group C: Emerging / High-growth,Inflation (%),1.179543348,0.04789608975617628,0.04523585965217889,0.0026602301039973866,0.0026602301039973866,38.681845886006215
1899,Tonga,2019,Group C: Emerging / High-growth,Population Growth (%),0.096574455,0.013268131435377476,0.011986774716395539,0.0012813567189819373,0.0012813567189819373,18.631938287661214
1900,Tonga,2020,Group C: Emerging / High-growth,Exports (% of GDP),20.09042254,0.000851509296229778,0.0004330426157273262,0.0004184666805024518,0.0004184666805024518,3.734835074650939
1901,Tonga,2020,Group C: Emerging / High-growth,GDP Growth (%),1.783395899,0.01929389973529624,0.021313563668468344,-0.0020196639331721035,0.0,0.0
1902,Tonga,2020,Group C: Emerging / High-growth,GDP per Capita,9837.531219,0.8831964678300396,0.8826702803669548,0.0005261874630847485,0.0005261874630847485,4.6962481949838315
1903,Tonga,2020,Group C: Emerging / High-growth,Imports (% of GDP),63.3675698,0.046154448626462626,0.04557614349511869,0.0005783051313439369,0.0005783051313439369,5.1614008690025175
1904,Tonga,2020,Group C: Emerging / High-growth,Inflation (%),-0.349737697,0.1057658564329279,0.09748307229329556,0.008282784139632335,0.008282784139632335,73.92424334314497
1905,Tonga,2020,Group C: Emerging / High-growth,Population Growth (%),0.033116813,0.01264092795125929,0.011242249426480179,0.0013986785247791112,0.0013986785247791112,12.483272518217733
1906,Tonga,2021,Group C: Emerging / High-growth,Exports (% of GDP),11.08253986,0.0036469870675865925,0.0024385469367278283,0.0012084401308587642,0.0012084401308587642,32.959494793292556
1907,Tonga,2021,Group C: Emerging / High-growth,GDP Growth (%),0.362604273,0.0038247067747049323,0.0033949006957679755,0.0004298060789369568,0.0004298060789369568,11.722708356913865
1908,Tonga,2021,Group C: Emerging / High-growth,GDP per Capita,9893.231586,0.8843165841218015,0.883797619433791,0.0005189646880104926,0.0005189646880104926,14.154457052191063
1909,Tonga,2021,Group C: Emerging / High-growth,Imports (% of GDP),55.0917534,0.024024086183693644,0.025224754528239995,-0.0012006683445463517,0.0,0.0
1910,Tonga,2021,Group C: Emerging / High-growth,Inflation (%),5.640511406,0.029602386106217824,0.04613242611134442,-0.016530040005126593,0.0,0.0
1911,Tonga,2021,Group C: Emerging / High-growth,Population Growth (%),-0.202657342,0.028734158760180994,0.027224929567089065,0.0015092291930919287,0.0015092291930919287,41.16333979760251
1912,Tonga,2021,Group C: Emerging / High-growth,Unemployment (%),2.111,0.04237427749329819,0.06215374266269623,-0.01977946516939804,0.0,0.0
1913,Tonga,2022,Group C: Emerging / High-growth,Exports (% of GDP),11.55963934,0.0034636090079399866,0.0021446543131038082,0.0013189546948361784,0.0013189546948361784,23.35103269919888
1914,Tonga,2022,Group C: Emerging / High-growth,GDP Growth (%),-2.309864445,0.02004309266253123,0.017986814284760025,0.002056278377771205,0.002056278377771205,36.40475584641284
1915,Tonga,2022,Group C: Emerging / High-growth,GDP per Capita,9705.930961,0.8731650746236863,0.8726045968511522,0.0005604777725340959,0.0005604777725340959,9.922808451918355
1916,Tonga,2022,Group C: Emerging / High-growth,Imports (% of GDP),63.75558965,0.030152595350304155,0.03096354369927276,-0.0008109483489686063,0.0,0.0
1917,Tonga,2022,Group C: Emerging / High-growth,Inflation (%),10.97136529,0.0718105433603243,0.08846655106211872,-0.016656007701794415,0.0,0.0
1918,Tonga,2022,Group C: Emerging / High-growth,Population Growth (%),-0.425589151,0.01024603125434257,0.008533363666604597,0.001712667587737974,0.001712667587737974,30.321403002469914
1919,Tonga,2023,Group C: Emerging / High-growth,Exports (% of GDP),18.75070716,0.0006617500640739349,0.00142212781812017,-0.0007603777540462351,0.0,0.0
1920,Tonga,2023,Group C: Emerging / High-growth,GDP Growth (%),2.084155836,0.0005158133182952325,0.0006439058353275831,-0.00012809251703235064,0.0,0.0
1921,Tonga,2023,Group C: Emerging / High-growth,GDP per Capita,9950.371448,0.8681725948405205,0.8674381579911702,0.0007344368493502618,0.0007344368493502618,24.741333514677677
1922,Tonga,2023,Group C: Emerging / High-growth,Imports (% of GDP),75.38644329,0.05697747467044031,0.05474345046689477,0.0022340242035455357,0.0022340242035455357,75.25866648532232
1923,Tonga,2023,Group C: Emerging / High-growth,Inflation (%),6.351129803,0.09115257709990993,0.09210530245900164,-0.0009527253590917162,0.0,0.0
1924,Tonga,2023,Group C: Emerging / High-growth,Population Growth (%),-0.424539965,0.053597451207192746,0.061191686748804534,-0.007594235541611788,0.0,0.0
1925,Tonga,2024,Group B: Transitional / Mixed,Inflation (%),3.183646113,0.3451944096894889,0.3478477007233913,-0.002653291033902383,0.0,0.0
1926,Tonga,2024,Group B: Transitional / Mixed,Population Growth (%),-0.404269322,0.010593367028464496,0.008928111924647309,0.0016652551038171867,0.0016652551038171867,100.0
1927,Tuvalu,2015,Group C: Emerging / High-growth,GDP Growth (%),10.41666667,0.014316810857366415,0.020777006196594842,-0.006460195339228427,0.0,0.0
1928,Tuvalu,2015,Group C: Emerging / High-growth,GDP per Capita,4834.443127,0.9719605441571625,0.971831367352535,0.0001291768046275399,0.0001291768046275399,14.210417629968017
1929,Tuvalu,2015,Group C: Emerging / High-growth,Population Growth (%),-0.191370177,0.0012695021236637867,0.0004896500173103998,0.000779852106353387,0.000779852106353387,85.78958237003198
1930,Tuvalu,2016,Group C: Emerging / High-growth,GDP Growth (%),5.660377358,0.008235972094941237,0.008398861765032888,-0.0001628896700916517,0.0,0.0
1931,Tuvalu,2016,Group C: Emerging / High-growth,GDP per Capita,5123.513266,0.8996454259405996,0.8991598350614375,0.0004855908791621122,0.0004855908791621122,4.851449540843452
1932,Tuvalu,2016,Group C: Emerging / High-growth,Population Growth (%),-0.30146645,0.005514645924592136,0.00446038007358398,0.0010542658510081558,0.0010542658510081558,10.532977035371632
1933,Tuvalu,2016,Group C: Emerging / High-growth,Unemployment (%),8.489,0.0136832882110926,0.005213953356891787,0.008469334854200813,0.008469334854200813,84.61557342378492
1934,Tuvalu,2017,Group C: Emerging / High-growth,GDP Growth (%),2.448392857,0.025400668380323285,0.02436132401973995,0.001039344360583335,0.001039344360583335,16.972957301186124
1935,Tuvalu,2017,Group C: Emerging / High-growth,GDP per Capita,5278.415678,0.8962842189684221,0.8958039182641756,0.00048030070424653903,0.00048030070424653903,7.843524874018392
1936,Tuvalu,2017,Group C: Emerging / High-growth,Population Growth (%),-0.559660161,0.014914968122288215,0.011859137757520802,0.003055830364767413,0.003055830364767413,49.90307377215681
1937,Tuvalu,2017,Group C: Emerging / High-growth,Unemployment (%),26.553,0.07405725007556335,0.07250919415973799,0.0015480559158253665,0.0015480559158253665,25.28044405263868
1938,Tuvalu,2018,Group C: Emerging / High-growth,GDP Growth (%),1.387283842,0.10167342287248653,0.10022970459048884,0.0014437182819976857,0.0014437182819976857,26.7158420716133
1939,Tuvalu,2018,Group C: Emerging / High-growth,GDP per Capita,5410.38043,0.8929467115873737,0.8924514476516427,0.0004952639357309607,0.0004952639357309607,9.164802618171178
1940,Tuvalu,2018,Group C: Emerging / High-growth,Population Growth (%),-1.091592708,0.01145318704161831,0.007988191057470636,0.0034649959841476733,0.0034649959841476733,64.11935531021552
1941,Tuvalu,2019,Group C: Emerging / High-growth,GDP Growth (%),13.82209844,0.010004804290932699,0.01769491184321805,-0.007690107552285353,0.0,0.0
1942,Tuvalu,2019,Group C: Emerging / High-growth,GDP per Capita,6257.149608,0.8881072596650513,0.8875926711838745,0.0005145884811768031,0.0005145884811768031,10.239691061130342
1943,Tuvalu,2019,Group C: Emerging / High-growth,Population Growth (%),-1.593883358,0.013268131435377476,0.008757290163793764,0.004510841271583712,0.004510841271583712,89.76030893886966
1944,Tuvalu,2020,Group C: Emerging / High-growth,GDP Growth (%),-4.274932069,0.01929389973529624,0.019433599160816915,-0.00013969942552067433,0.0,0.0
1945,Tuvalu,2020,Group C: Emerging / High-growth,GDP per Capita,6094.489855,0.8831964678300396,0.8826698719487426,0.0005265958812969984,0.0005265958812969984,9.839283967213833
1946,Tuvalu,2020,Group C: Emerging / High-growth,Population Growth (%),-1.735029224,0.01264092795125929,0.007815550222975495,0.004825377728283795,0.004825377728283795,90.16071603278617
1947,Tuvalu,2021,Group C: Emerging / High-growth,GDP Growth (%),1.804135911,0.0038247067747049323,0.0037344914616756104,9.021531302932191e-05,9.021531302932191e-05,1.415897452477668
1948,Tuvalu,2021,Group C: Emerging / High-growth,GDP per Capita,6329.213263,0.8843165841218015,0.8837972337963907,0.0005193503254107279,0.0005193503254107279,8.151019799194113
1949,Tuvalu,2021,Group C: Emerging / High-growth,Population Growth (%),-1.991033576,0.028734158760180994,0.02297212503798551,0.005762033722195484,0.005762033722195484,90.4330827483282
1950,Tuvalu,2022,Group C: Emerging / High-growth,GDP Growth (%),0.677309361,0.02004309266253123,0.019342435040351512,0.0007006576221797178,0.0007006576221797178,4.210761056685727
1951,Tuvalu,2022,Group C: Emerging / High-growth,GDP per Capita,6500.900721,0.8731650746236863,0.8726041996200543,0.0005608750036319998,0.0005608750036319998,3.3707056744989132
1952,Tuvalu,2022,Group C: Emerging / High-growth,Population Growth (%),-2.001453909,0.01024603125434257,0.006051042124041242,0.004194989130301328,0.004194989130301328,25.2107396022332
1953,Tuvalu,2022,Group C: Emerging / High-growth,Unemployment (%),7.318,0.12347665366486972,0.11229348457300094,0.011183169091868783,0.011183169091868783,67.20779366658216
1954,Tuvalu,2023,Group C: Emerging / High-growth,GDP Growth (%),3.852809195,0.0005158133182952325,0.0005537376075941314,-3.792428929889891e-05,0.0,0.0
1955,Tuvalu,2023,Group C: Emerging / High-growth,GDP per Capita,6872.419445,0.8681725948405205,0.8674375885134135,0.0007350063271069907,0.0007350063271069907,100.0
1956,Tuvalu,2023,Group C: Emerging / High-growth,Population Growth (%),-1.777106541,0.053597451207192746,0.07422224172177391,-0.020624790514581166,0.0,0.0
1957,Tuvalu,2024,Group B: Transitional / Mixed,Population Growth (%),-1.747038576,0.010593367028464496,0.007105096084616161,0.0034882709438483345,0.0034882709438483345,100.0
1958,Vanuatu,2015,Group C: Emerging / High-growth,Exports (% of GDP),44.28730163,0.023709997275814215,0.024383902322803002,-0.0006739050469887868,0.0,0.0
1959,Vanuatu,2015,Group C: Emerging / High-growth,GDP Growth (%),3.965919464,0.014316810857366415,0.014734209581227089,-0.0004173987238606739,0.0,0.0
1960,Vanuatu,2015,Group C: Emerging / High-growth,GDP per Capita,231115.2532,0.9719605441571625,0.971836666021732,0.00012387813543046633,0.00012387813543046633,100.0
1961,Vanuatu,2015,Group C: Emerging / High-growth,Imports (% of GDP),64.47136404,0.07552340407723149,0.07575477098135008,-0.00023136690411859617,0.0,0.0
1962,Vanuatu,2015,Group C: Emerging / High-growth,Inflation (%),2.483268757,0.018597764686277284,0.020634193184908008,-0.0020364284986307234,0.0,0.0
1963,Vanuatu,2015,Group C: Emerging / High-growth,Population Growth (%),2.22716538,0.0012695021236637867,0.0028828044710998797,-0.001613302347436093,0.0,0.0
1964,Vanuatu,2016,Group C: Emerging / High-growth,Exports (% of GDP),47.44237756,0.019730678329864648,0.019959978227912987,-0.00022929989804833933,0.0,0.0
1965,Vanuatu,2016,Group C: Emerging / High-growth,GDP Growth (%),3.471544715,0.008235972094941237,0.008161216073645595,7.475602129564107e-05,7.475602129564107e-05,12.804079405491386
1966,Vanuatu,2016,Group C: Emerging / High-growth,GDP per Capita,233877.3995,0.8996454259405996,0.8992021095554635,0.0004433163851360611,0.0004433163851360611,75.93044812523353
1967,Vanuatu,2016,Group C: Emerging / High-growth,Imports (% of GDP),58.9095577,0.07914966177530307,0.08003747454413176,-0.0008878127688286969,0.0,0.0
1968,Vanuatu,2016,Group C: Emerging / High-growth,Inflation (%),0.842069084,0.023946634811297576,0.023880861874942823,6.577293635475281e-05,6.577293635475281e-05,11.265472469275082
1969,Vanuatu,2016,Group C: Emerging / High-growth,Population Growth (%),2.224593213,0.005514645924592136,0.008013093503185282,-0.0024984475785931465,0.0,0.0
1970,Vanuatu,2017,Group C: Emerging / High-growth,Exports (% of GDP),47.66090191,0.001576676453478359,0.0016214190905423811,-4.4742637064022154e-05,0.0,0.0
1971,Vanuatu,2017,Group C: Emerging / High-growth,GDP Growth (%),4.412665986,0.025400668380323285,0.026190008071912137,-0.0007893396915888522,0.0,0.0
1972,Vanuatu,2017,Group C: Emerging / High-growth,GDP per Capita,238568.5099,0.8962842189684221,0.895833308237236,0.00045091073118619374,0.00045091073118619374,100.0
1973,Vanuatu,2017,Group C: Emerging / High-growth,Imports (% of GDP),57.8656718,0.037317152360226695,0.037928062996398115,-0.0006109106361714203,0.0,0.0
1974,Vanuatu,2017,Group C: Emerging / High-growth,Inflation (%),3.084526244,0.011260738362668962,0.013814812814417836,-0.0025540744517488743,0.0,0.0
1975,Vanuatu,2017,Group C: Emerging / High-growth,Population Growth (%),2.332132561,0.014914968122288215,0.021441946309581156,-0.006526978187292941,0.0,0.0
1976,Vanuatu,2018,Group C: Emerging / High-growth,Exports (% of GDP),56.61053279,0.002716710698111923,0.002509551746664001,0.000207158951447922,0.000207158951447922,17.598357611311837
1977,Vanuatu,2018,Group C: Emerging / High-growth,GDP Growth (%),2.900230273,0.10167342287248653,0.10300301764233159,-0.001329594769845066,0.0,0.0
1978,Vanuatu,2018,Group C: Emerging / High-growth,GDP per Capita,239676.9252,0.8929467115873737,0.8924810457923502,0.0004656657950234955,0.0004656657950234955,39.55876939374957
1979,Vanuatu,2018,Group C: Emerging / High-growth,Imports (% of GDP),54.06912703,0.03495181115513965,0.03659678548821838,-0.0016449743330787317,0.0,0.0
1980,Vanuatu,2018,Group C: Emerging / High-growth,Inflation (%),2.330963796,0.018527157213349008,0.018022832614277152,0.0005043245990718551,0.0005043245990718551,42.84287299493859
1981,Vanuatu,2018,Group C: Emerging / High-growth,Population Growth (%),2.395434581,0.01145318704161831,0.017211909780320056,-0.0057587227387017464,0.0,0.0
1982,Vanuatu,2019,Group C: Emerging / High-growth,Exports (% of GDP),50.34527687,0.0024674328860656634,0.002447944183198504,1.9488702867159237e-05,1.9488702867159237e-05,0.46254424859831156
1983,Vanuatu,2019,Group C: Emerging / High-growth,GDP Growth (%),3.241187655,0.010004804290932699,0.009847729436211731,0.00015707485472096772,0.00015707485472096772,3.7280095625568617
